invoice_id,vendor_id,vendor_state,vendor_tier,vendor_registration_date,vendor_age_years,disaster_program,category,item,unit,quantity,unit_price,reference_unit_price,price_deviation,total_amount,invoice_datetime,payment_mode,is_anomaly_test_label,anomaly_type_test_only
INV-000119,VEND-0476,Assam,regular,2016-02-05,9.191,Maharashtra Drought Relief 2025,Shelter & NFI,Family Tent,unit,63,4136.05,4397.35,-0.0594,260571.15,2025-04-15 15:46:42,Bank Transfer (NEFT),0,
INV-000120,VEND-0392,West Bengal,core,2016-06-07,8.931,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,4,617.73,576.73,0.0711,2470.92,2025-05-13 14:41:28,UPI,0,
INV-000121,VEND-0018,Maharashtra,core,2018-07-14,8.005,Bihar Flood Relief 2026,Medical & Health,Paracetamol Strip (10 tabs),strip,599,13.81,13.9,-0.0065,8272.19,2026-07-16 16:17:14,Bank Transfer (RTGS),0,
INV-000122,VEND-0138,Maharashtra,regular,2013-04-26,13.177,Bihar Flood Relief 2026,Medical & Health,First Aid Kit,kit,29,560.88,556.67,0.0076,16265.52,2026-06-30 20:59:40,Bank Transfer (NEFT),0,
INV-000123,VEND-0067,Kerala,regular,2019-05-17,6.182,Kerala Landslide Relief 2025,Food & Nutrition,Salt (kg),kg,162,18.56,20.19,-0.0807,3006.72,2025-07-22 9:04:27,UPI,0,
INV-000124,VEND-0067,Kerala,regular,2019-05-17,5.979,Maharashtra Drought Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,1,7421.86,7085.76,0.0474,7421.86,2025-05-09 11:28:28,Bank Transfer (NEFT),0,
INV-000125,VEND-0407,West Bengal,regular,2026-03-29,0,Odisha Cyclone Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,342,65.44,71.03,-0.0787,22380.48,2026-03-29 13:24:15,Bank Transfer (RTGS),0,
INV-000126,VEND-0391,Himachal Pradesh,regular,2012-12-16,12.901,Odisha Cyclone Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,47,460.65,464.47,-0.0082,21650.55,2025-11-10 16:17:25,UPI,0,
INV-000127,VEND-0565,Himachal Pradesh,regular,2018-02-20,8.419,Bihar Flood Relief 2026,Medical & Health,First Aid Kit,kit,67,613.71,575.44,0.0665,41118.57,2026-07-23 10:22:30,Bank Transfer (NEFT),0,
INV-000128,VEND-0268,Maharashtra,regular,2015-04-21,11.22,Bihar Flood Relief 2026,Medical & Health,First Aid Kit,kit,19,612.19,565.62,0.0823,11631.61,2026-07-10 14:42:01,Bank Transfer (RTGS),0,
INV-000129,VEND-0165,Himachal Pradesh,regular,2014-03-27,12.301,Himachal Cloudburst Relief 2026,Medical & Health,ORS + Zinc Kit,kit,11,50.59,46.9,0.0787,556.49,2026-07-15 14:39:51,Bank Transfer (RTGS),0,
INV-000130,VEND-0382,Assam,occasional,2023-02-06,3.392,Assam Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,39,218.26,229.25,-0.0479,8512.14,2026-06-29 13:02:00,Bank Transfer (NEFT),0,
INV-000131,VEND-0633,Himachal Pradesh,core,2022-05-08,3.124,Maharashtra Drought Relief 2025,Shelter & NFI,Sleeping Mat,unit,21,249.32,240.66,0.036,5235.72,2025-06-22 9:38:55,Cheque,0,
INV-000132,VEND-0218,Assam,core,2023-11-29,1.949,Odisha Cyclone Relief 2025,Logistics & Transport,Diesel (litre),litre,2721,99.04,98.47,0.0058,269487.84,2025-11-10 15:08:35,Bank Transfer (NEFT),0,
INV-000133,VEND-0375,Himachal Pradesh,regular,2015-12-13,10.519,Bihar Flood Relief 2026,Food & Nutrition,Sugar (kg),kg,334,48.7,51.1,-0.047,16265.8,2026-06-20 17:48:42,Bank Transfer (NEFT),0,
INV-000134,VEND-0115,Maharashtra,regular,2013-09-25,11.863,Assam Flood Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,215,13.57,13.82,-0.0181,2917.55,2025-08-06 11:57:13,Bank Transfer (NEFT),0,
INV-000135,VEND-0218,Assam,core,2023-11-29,1.328,Maharashtra Drought Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,122,433.74,414.51,0.0464,52916.28,2025-03-28 15:47:56,Bank Transfer (RTGS),0,
INV-000136,VEND-0098,Maharashtra,core,2014-05-18,11.19,Assam Flood Relief 2025,Food & Nutrition,Wheat Flour (kg),kg,50,33.85,34.47,-0.018,1692.5,2025-07-26 21:41:07,Bank Transfer (RTGS),0,
INV-000137,VEND-0176,Kerala,core,2017-05-18,8.225,Assam Flood Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,37,91.83,95,-0.0334,3397.71,2025-08-08 10:47:14,Bank Transfer (NEFT),0,
INV-000138,VEND-0125,Odisha,core,2015-05-13,10.177,Assam Flood Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,826,68.79,67.75,0.0154,56820.54,2025-07-16 14:08:33,Cheque,0,
INV-000139,VEND-0424,Himachal Pradesh,core,2019-01-27,6.185,Maharashtra Drought Relief 2025,Food & Nutrition,Rice (kg),kg,264,42.83,43.22,-0.009,11307.12,2025-04-04 16:35:09,Bank Transfer (RTGS),0,
INV-000140,VEND-0105,Odisha,occasional,2019-11-30,5.706,Maharashtra Drought Relief 2025,Food & Nutrition,Sugar (kg),kg,45,49.56,45.24,0.0955,2230.2,2025-08-14 13:15:20,Bank Transfer (NEFT),0,
INV-000141,VEND-0513,Maharashtra,core,2022-09-03,3.904,Bihar Flood Relief 2026,Shelter & NFI,Rope (50m coil),coil,12,275.59,266.11,0.0356,3307.08,2026-07-30 10:44:56,Bank Transfer (NEFT),0,
INV-000142,VEND-0389,West Bengal,core,2025-02-07,0.695,Odisha Cyclone Relief 2025,Shelter & NFI,Sleeping Mat,unit,22,214.14,214.55,-0.0019,4711.08,2025-10-19 12:54:14,Bank Transfer (RTGS),0,
INV-000143,VEND-0002,Kerala,regular,2019-08-24,6.19,Odisha Cyclone Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,37,74.07,74.31,-0.0032,2740.59,2025-11-01 14:46:16,Bank Transfer (NEFT),0,
INV-000144,VEND-0281,Kerala,core,2016-05-17,9.426,Kerala Landslide Relief 2025,WASH,Water Purification Tablet (strip),strip,586,16.42,16.53,-0.0067,9622.12,2025-10-20 21:43:29,UPI,0,
INV-000145,VEND-0053,Bihar,occasional,2013-02-15,13.443,Assam Flood Relief 2026,Food & Nutrition,Pulses/Dal (kg),kg,872,109.41,99.96,0.0945,95405.52,2026-07-27 22:45:12,Cheque,0,
INV-000146,VEND-0233,West Bengal,occasional,2021-04-07,5.199,Assam Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,599,15.32,16.12,-0.0496,9176.68,2026-06-19 14:27:56,Bank Transfer (RTGS),0,
INV-000147,VEND-0394,Kerala,regular,2013-09-27,12.827,Himachal Cloudburst Relief 2026,Shelter & NFI,Blanket,unit,21,318.1,368.02,-0.1356,6680.1,2026-07-26 6:38:11,UPI,0,
INV-000148,VEND-0249,Bihar,regular,2014-01-11,12.435,Assam Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,247,88.22,96.82,-0.0888,21790.34,2026-06-19 12:16:55,Bank Transfer (NEFT),0,
INV-000149,VEND-0377,Odisha,occasional,2022-03-09,4.375,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,10,4033.68,4319.81,-0.0662,40336.8,2026-07-24 14:31:57,UPI,0,
INV-000150,VEND-0383,Assam,occasional,2018-06-14,7.981,Bihar Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,1604,99.6,104.96,-0.0511,159758.4,2026-06-07 9:21:26,Bank Transfer (NEFT),0,
INV-000151,VEND-0355,Odisha,regular,2014-02-26,11.228,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,7,94.48,85.89,0.1,661.36,2025-05-20 10:57:42,UPI,0,
INV-000152,VEND-0368,Maharashtra,regular,2014-01-12,11.817,Odisha Cyclone Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,19,234.85,250.03,-0.0607,4462.15,2025-11-06 14:29:09,Bank Transfer (NEFT),0,
INV-000153,VEND-0169,Himachal Pradesh,regular,2023-01-09,2.557,Kerala Landslide Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,2,597.36,632.98,-0.0563,1194.72,2025-07-31 11:46:48,UPI,0,
INV-000154,VEND-0362,Maharashtra,core,2021-11-28,4.559,Assam Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,43,262.76,251.95,0.0429,11298.68,2026-06-20 16:26:19,Bank Transfer (NEFT),0,
INV-000155,VEND-0190,Bihar,regular,2019-03-20,6.639,Odisha Cyclone Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,220,12.47,12.49,-0.0016,2743.4,2025-11-08 14:50:03,Cheque,0,
INV-000156,VEND-0334,West Bengal,occasional,2025-07-27,0.865,Bihar Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,166,17.42,16.23,0.0733,2891.72,2026-06-08 14:14:38,Bank Transfer (RTGS),0,
INV-000157,VEND-0139,Kerala,occasional,2020-02-06,5.733,Odisha Cyclone Relief 2025,Clothing & Bedding,Winter Jacket,unit,28,685.32,729.2,-0.0602,19188.96,2025-10-31 9:41:22,Bank Transfer (NEFT),0,
INV-000158,VEND-0648,West Bengal,regular,2017-10-11,7.918,Assam Flood Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,211,13.83,12.59,0.0985,2918.13,2025-09-11 8:08:01,Bank Transfer (NEFT),0,
INV-000159,VEND-0455,Maharashtra,core,2022-11-16,3.598,Assam Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,2,593.56,626.12,-0.052,1187.12,2026-06-22 12:58:12,Bank Transfer (RTGS),0,
INV-000160,VEND-0339,Odisha,core,2024-06-15,1.166,Assam Flood Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,12,563.68,561.06,0.0047,6764.16,2025-08-15 16:19:30,Bank Transfer (RTGS),0,
INV-000161,VEND-0594,Maharashtra,regular,2020-12-11,4.361,Maharashtra Drought Relief 2025,Shelter & NFI,Rope (50m coil),coil,15,276.85,258.33,0.0717,4152.75,2025-04-22 11:18:28,Bank Transfer (NEFT),0,
INV-000162,VEND-0433,Maharashtra,regular,2014-11-11,10.467,Maharashtra Drought Relief 2025,Shelter & NFI,Blanket,unit,19,387.25,358.36,0.0806,7357.75,2025-04-30 9:21:09,UPI,0,
INV-000163,VEND-0060,Kerala,core,2015-04-20,10.204,Assam Flood Relief 2025,WASH,Bleaching Powder (kg),kg,337,65.94,67.05,-0.0166,22221.78,2025-07-03 10:04:09,Bank Transfer (NEFT),0,
INV-000164,VEND-0532,West Bengal,occasional,2015-01-07,10.327,Maharashtra Drought Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,745,232.38,237.79,-0.0228,173123.1,2025-05-06 17:59:45,Bank Transfer (NEFT),1,large_transaction
INV-000165,VEND-0425,Bihar,regular,2022-10-07,2.79,Assam Flood Relief 2025,Food & Nutrition,Sugar (kg),kg,182,42.21,42.06,0.0036,7682.22,2025-07-22 11:34:07,Bank Transfer (NEFT),0,
INV-000166,VEND-0047,Himachal Pradesh,regular,2013-12-10,11.466,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,1527,106.12,105.14,0.0093,162045.24,2025-05-29 15:26:12,Bank Transfer (NEFT),0,
INV-000167,VEND-0099,Assam,core,2023-08-21,2.021,Kerala Landslide Relief 2025,Food & Nutrition,Salt (kg),kg,96,18.27,19.59,-0.0674,1753.92,2025-08-28 13:59:48,UPI,0,
INV-000168,VEND-0087,Bihar,occasional,2020-08-26,5.87,Assam Flood Relief 2026,Shelter & NFI,Rope (50m coil),coil,28,246.38,247.61,-0.005,6898.64,2026-07-10 12:39:40,Bank Transfer (RTGS),0,
INV-000169,VEND-0310,Assam,core,2021-05-03,5.128,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,3,4471.03,4679.36,-0.0445,13413.09,2026-06-19 10:47:45,Bank Transfer (RTGS),0,
INV-000170,VEND-0249,Bihar,regular,2014-01-11,11.546,Assam Flood Relief 2025,Logistics & Transport,Diesel (litre),litre,135,86.08,94.56,-0.0897,11620.8,2025-07-29 15:33:48,Bank Transfer (NEFT),0,
INV-000171,VEND-0455,Maharashtra,core,2022-11-16,3.611,Bihar Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,7,626.75,624.81,0.0031,4387.25,2026-06-27 13:26:07,Bank Transfer (NEFT),0,
INV-000172,VEND-0288,Assam,regular,2014-02-27,11.422,Assam Flood Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,618,75.58,69.29,0.0908,46708.44,2025-07-31 10:34:32,Bank Transfer (NEFT),0,
INV-000173,VEND-0550,Odisha,regular,2014-01-24,11.691,Kerala Landslide Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,458,11.5,12.61,-0.088,5267,2025-10-03 20:45:22,Bank Transfer (NEFT),0,
INV-000174,VEND-0098,Maharashtra,core,2014-05-18,12.118,Bihar Flood Relief 2026,Food & Nutrition,Rice (kg),kg,765,41.51,43.44,-0.0444,31755.15,2026-06-30 21:41:39,Bank Transfer (NEFT),0,
INV-000175,VEND-0209,West Bengal,core,2018-05-19,7.433,Assam Flood Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,6,6875.33,6942.62,-0.0097,41251.98,2025-10-24 8:29:13,Bank Transfer (NEFT),0,
INV-000176,VEND-0477,Kerala,regular,2021-10-31,4.632,Bihar Flood Relief 2026,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,140,959.79,1081.58,-0.1126,134370.6,2026-06-19 10:05:22,Bank Transfer (RTGS),0,
INV-000177,VEND-0422,Himachal Pradesh,core,2017-12-29,8.507,Bihar Flood Relief 2026,Medical & Health,First Aid Kit,kit,17,559.77,567.53,-0.0137,9516.09,2026-07-02 10:15:37,Bank Transfer (NEFT),0,
INV-000178,VEND-0292,Kerala,core,2018-10-29,6.743,Kerala Landslide Relief 2025,Shelter & NFI,Blanket,unit,56,933.96,345.52,1.7031,52301.76,2025-07-27 14:20:47,Bank Transfer (NEFT),1,high_price_deviation
INV-000179,VEND-0103,Kerala,regular,2018-03-21,7.326,Kerala Landslide Relief 2025,WASH,Water Purification Tablet (strip),strip,178,17.24,17.18,0.0035,3068.72,2025-07-18 16:03:24,Bank Transfer (RTGS),0,
INV-000180,VEND-0584,Himachal Pradesh,regular,2020-11-20,4.966,Odisha Cyclone Relief 2025,Shelter & NFI,Sleeping Mat,unit,19,241.88,242.53,-0.0027,4595.72,2025-11-08 9:56:42,UPI,0,
INV-000181,VEND-0086,Odisha,core,2013-11-06,12.731,Bihar Flood Relief 2026,Clothing & Bedding,Adult Clothing Set,set,32,382.9,416.8,-0.0813,12252.8,2026-07-31 8:58:33,Bank Transfer (NEFT),0,
INV-000182,VEND-0078,Himachal Pradesh,regular,2013-05-13,13.133,Bihar Flood Relief 2026,Clothing & Bedding,Bedsheet,unit,9,254.13,226.44,0.1223,2287.17,2026-07-01 13:27:33,Bank Transfer (NEFT),0,
INV-000183,VEND-0460,Maharashtra,regular,2012-10-01,12.849,Assam Flood Relief 2025,Shelter & NFI,Sleeping Mat,unit,18,236.7,230.58,0.0265,4260.6,2025-08-07 14:52:06,Cheque,0,
INV-000184,VEND-0394,Kerala,regular,2013-09-27,12.055,Assam Flood Relief 2025,Shelter & NFI,Sleeping Mat,unit,31,212.53,232.26,-0.0849,6588.43,2025-10-17 15:17:17,Bank Transfer (RTGS),0,
INV-000185,VEND-0097,Maharashtra,regular,2016-05-06,8.887,Maharashtra Drought Relief 2025,WASH,Water Purification Tablet (strip),strip,1316,13.99,16.02,-0.1267,18410.84,2025-03-26 8:26:23,UPI,0,
INV-000186,VEND-0593,West Bengal,regular,2025-07-08,0.129,Assam Flood Relief 2025,Clothing & Bedding,Children's Clothing Set,set,22,288.16,265.62,0.0849,6339.52,2025-08-24 15:01:50,Bank Transfer (NEFT),0,
INV-000187,VEND-0294,Assam,core,2014-09-08,11.756,Bihar Flood Relief 2026,Food & Nutrition,Pulses/Dal (kg),kg,456,109.38,108.71,0.0062,49877.28,2026-06-11 15:27:11,Bank Transfer (RTGS),0,
INV-000188,VEND-0478,Odisha,regular,2016-02-27,10.363,Assam Flood Relief 2026,Food & Nutrition,Nutrition Supplement Sachet,sachet,3323,20.9,22.85,-0.0853,69450.7,2026-07-09 10:00:18,Bank Transfer (NEFT),0,
INV-000189,VEND-0400,West Bengal,regular,2020-08-15,4.934,Assam Flood Relief 2025,Clothing & Bedding,Adult Clothing Set,set,14,452.43,404.35,0.1189,6334.02,2025-07-22 7:44:29,Cheque,1,subtle_combination_anomaly
INV-000190,VEND-0499,Bihar,regular,2015-10-01,9.561,Maharashtra Drought Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,12,225.29,212.77,0.0588,2703.48,2025-04-23 15:30:53,UPI,0,
INV-000191,VEND-0553,Bihar,regular,2019-02-26,7.395,Himachal Cloudburst Relief 2026,Clothing & Bedding,Children's Clothing Set,set,3,267.36,273.24,-0.0215,802.08,2026-07-20 10:44:31,Cheque,0,
INV-000192,VEND-0399,Kerala,regular,2023-05-17,3.14,Bihar Flood Relief 2026,Clothing & Bedding,Children's Clothing Set,set,28,316.26,291.74,0.084,8855.28,2026-07-07 10:44:02,Bank Transfer (NEFT),0,
INV-000193,VEND-0497,West Bengal,regular,2013-02-22,12.654,Assam Flood Relief 2025,Medical & Health,First Aid Kit,kit,14,500.53,497.9,0.0053,7007.42,2025-10-19 21:52:49,Bank Transfer (NEFT),0,
INV-000194,VEND-0392,West Bengal,core,2016-06-07,8.994,Maharashtra Drought Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,106,481.03,422.54,0.1384,50989.18,2025-06-05 6:37:40,Bank Transfer (NEFT),0,
INV-000195,VEND-0511,Odisha,core,2025-09-28,0.118,Odisha Cyclone Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,7,6362.76,6724.07,-0.0537,44539.32,2025-11-10 13:17:22,Bank Transfer (NEFT),0,
INV-000196,VEND-0583,Odisha,core,2017-03-14,8.572,Assam Flood Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,29,239.33,226.56,0.0564,6940.57,2025-10-09 8:53:33,Bank Transfer (NEFT),0,
INV-000197,VEND-0109,Assam,core,2013-01-18,12.449,Maharashtra Drought Relief 2025,Clothing & Bedding,Adult Clothing Set,set,21,420.41,405.02,0.038,8828.61,2025-07-01 12:58:26,Bank Transfer (NEFT),0,
INV-000198,VEND-0395,Odisha,core,2018-04-17,7.403,Assam Flood Relief 2025,Clothing & Bedding,Children's Clothing Set,set,40,271.35,265.6,0.0216,10854,2025-09-11 14:34:01,Bank Transfer (NEFT),0,
INV-000199,VEND-0249,Bihar,regular,2014-01-11,12.567,Himachal Cloudburst Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,4,399.38,423.91,-0.0579,1597.52,2026-08-06 10:53:50,Bank Transfer (RTGS),0,
INV-000200,VEND-0648,West Bengal,regular,2017-10-11,7.841,Kerala Landslide Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,139,11.06,12.73,-0.1312,1537.34,2025-08-14 14:11:52,Bank Transfer (RTGS),0,
INV-000201,VEND-0035,Bihar,regular,2019-04-30,6.231,Maharashtra Drought Relief 2025,Shelter & NFI,Blanket,unit,22,294.08,327,-0.1007,6469.76,2025-07-23 9:30:59,Bank Transfer (NEFT),0,
INV-000202,VEND-0465,Maharashtra,regular,2020-09-14,5.079,Assam Flood Relief 2025,Clothing & Bedding,Bedsheet,unit,21,220.83,211.22,0.0455,4637.43,2025-10-13 12:55:44,UPI,0,
INV-000203,VEND-0480,Maharashtra,regular,2019-11-01,6.07,Odisha Cyclone Relief 2025,Clothing & Bedding,Adult Clothing Set,set,59,451.3,446.07,0.0117,26626.7,2025-11-26 9:53:59,Bank Transfer (NEFT),0,
INV-000204,VEND-0578,West Bengal,regular,2014-04-12,11.209,Maharashtra Drought Relief 2025,Medical & Health,First Aid Kit,kit,8,483.36,485.23,-0.0039,3866.88,2025-06-27 8:35:49,UPI,0,
INV-000205,VEND-0306,West Bengal,regular,2018-03-28,7.335,Assam Flood Relief 2025,WASH,Bathing Soap,unit,10,30.86,28.88,0.0686,308.6,2025-07-28 12:14:24,Bank Transfer (NEFT),0,
INV-000206,VEND-0530,West Bengal,regular,2017-10-20,7.754,Kerala Landslide Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,10,88.18,89.81,-0.0181,881.8,2025-07-22 15:40:00,Bank Transfer (RTGS),0,
INV-000207,VEND-0140,West Bengal,core,2021-12-21,3.655,Assam Flood Relief 2025,Food & Nutrition,Sugar (kg),kg,319,44.28,46.86,-0.0551,14125.32,2025-08-17 7:14:07,Bank Transfer (NEFT),0,
INV-000208,VEND-0441,Bihar,occasional,2020-01-19,6.472,Bihar Flood Relief 2026,Food & Nutrition,Sugar (kg),kg,57,41.17,45.05,-0.0861,2346.69,2026-07-10 11:29:09,Bank Transfer (NEFT),0,
INV-000209,VEND-0040,Kerala,regular,2021-06-29,4.994,Assam Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,6,582.3,602.33,-0.0333,3493.8,2026-06-27 13:54:14,Bank Transfer (NEFT),0,
INV-000210,VEND-0231,Assam,core,2025-01-30,0.501,Kerala Landslide Relief 2025,Shelter & NFI,Blanket,unit,67,329.99,336.72,-0.02,22109.33,2025-08-01 14:21:13,UPI,0,
INV-000211,VEND-0239,Maharashtra,core,2021-05-05,3.984,Maharashtra Drought Relief 2025,Clothing & Bedding,Adult Clothing Set,set,34,373.23,397.95,-0.0621,12689.82,2025-04-29 4:15:18,UPI,1,odd_hour_transaction
INV-000212,VEND-0312,Odisha,regular,2019-11-13,6.71,Bihar Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,362,105.56,96.88,0.0896,38212.72,2026-07-30 10:11:45,Bank Transfer (NEFT),0,
INV-000213,VEND-0602,Bihar,occasional,2015-08-30,10.815,Bihar Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,5,192.07,230.03,-0.165,960.35,2026-06-23 14:05:43,Bank Transfer (NEFT),0,
INV-000214,VEND-0373,Odisha,regular,2013-04-06,12.071,Maharashtra Drought Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,687,60.99,62.38,-0.0223,41900.13,2025-05-02 18:31:22,Cheque,0,
INV-000215,VEND-0466,West Bengal,regular,2014-01-30,12.397,Assam Flood Relief 2026,Medical & Health,Antiseptic Solution 500ml,bottle,16,97.22,91.12,0.0669,1555.52,2026-06-24 10:01:49,Bank Transfer (NEFT),0,
INV-000216,VEND-0183,Kerala,regular,2025-10-07,0.093,Odisha Cyclone Relief 2025,Medical & Health,Disposable Gloves (box of 100),box,19,282.79,250.99,0.1267,5373.01,2025-11-10 18:59:44,Cheque,0,
INV-000217,VEND-0535,Kerala,core,2013-08-14,12.903,Assam Flood Relief 2026,Medical & Health,Antiseptic Solution 500ml,bottle,20,95.61,97.45,-0.0189,1912.2,2026-07-10 10:46:02,Bank Transfer (RTGS),0,
INV-000218,VEND-0020,Kerala,regular,2021-10-14,4.78,Assam Flood Relief 2026,Medical & Health,Paracetamol Strip (10 tabs),strip,204,13.54,13.85,-0.0224,2762.16,2026-07-26 16:03:03,Bank Transfer (NEFT),0,
INV-000219,VEND-0240,Maharashtra,core,2020-08-14,5.892,Assam Flood Relief 2026,Food & Nutrition,Pulses/Dal (kg),kg,920,107.75,107.99,-0.0022,99130,2026-07-06 14:47:05,Bank Transfer (NEFT),0,
INV-000220,VEND-0559,Bihar,regular,2013-10-21,11.669,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,46,93.02,85.46,0.0885,4278.92,2025-06-22 12:59:23,UPI,0,
INV-000221,VEND-0322,Assam,regular,2018-06-16,7.02,Maharashtra Drought Relief 2025,WASH,Bathing Soap,unit,8,28.43,29.53,-0.0373,227.44,2025-06-23 8:04:47,Bank Transfer (NEFT),0,
INV-000222,VEND-0353,Assam,regular,2023-01-21,3.491,Assam Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,41,47.31,45.53,0.0391,1939.71,2026-07-19 9:33:23,Cheque,0,
INV-000223,VEND-0530,West Bengal,regular,2017-10-20,8.082,Odisha Cyclone Relief 2025,Medical & Health,ORS + Zinc Kit,kit,11,39.89,42.26,-0.0561,438.79,2025-11-19 11:47:23,Bank Transfer (NEFT),0,
INV-000224,VEND-0341,Himachal Pradesh,core,2013-07-02,12.953,Assam Flood Relief 2026,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,31,1058.53,1101.23,-0.0388,32814.43,2026-06-15 16:38:28,Bank Transfer (NEFT),0,
INV-000225,VEND-0009,Kerala,core,2015-12-24,10.522,Bihar Flood Relief 2026,Clothing & Bedding,Children's Clothing Set,set,19,288.4,304.6,-0.0532,5479.6,2026-07-02 19:31:59,UPI,0,
INV-000226,VEND-0436,Himachal Pradesh,regular,2012-08-20,13.18,Odisha Cyclone Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,132,13.45,13.62,-0.0125,1775.4,2025-10-25 14:04:18,Bank Transfer (RTGS),0,
INV-000227,VEND-0210,Maharashtra,regular,2013-04-26,13.136,Assam Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,40,507.86,458.73,0.1071,20314.4,2026-06-15 10:11:08,UPI,0,
INV-000228,VEND-0311,Himachal Pradesh,regular,2023-05-23,2.248,Maharashtra Drought Relief 2025,WASH,ORS Packet,packet,545,18.84,21.26,-0.1138,10267.8,2025-08-21 14:16:17,UPI,0,
INV-000229,VEND-0211,Kerala,regular,2018-03-30,7.31,Assam Flood Relief 2025,WASH,Sanitary Napkin Pack,pack,490,62.42,64.83,-0.0372,30585.8,2025-07-21 16:16:24,Bank Transfer (NEFT),0,
INV-000230,VEND-0344,Maharashtra,regular,2017-08-03,8.966,Assam Flood Relief 2026,Logistics & Transport,Truck Hire (per trip),trip,1,6263.26,7612.07,-0.1772,6263.26,2026-07-22 10:38:19,Bank Transfer (NEFT),0,
